/Vpeak (frequency=8888.889) X,/Vpeak (frequency=8888.889) Y,/Vin (frequency=8888.889) X,/Vin (frequency=8888.889) Y
3.003066089626942e-05,1.729314235210137,3.003066089626942e-05,1.729547315189591
3.013542754742293e-05,1.729293854675567,3.013542754742293e-05,1.729496226632021
3.027239531472811e-05,1.729265118739946,3.027239531472811e-05,1.729425330629659
3.044488950501423e-05,1.729225784403428,3.044488950501423e-05,1.729329433838451
3.052533905924438e-05,1.729206275050706,3.052533905924438e-05,1.729282190277301
3.068623816770469e-05,1.729165125484634,3.068623816770469e-05,1.729182902406623
3.071429235937691e-05,1.729157661382013,3.071429235937691e-05,1.729164935804455
3.073210576463763e-05,1.729152877714899,3.073210576463763e-05,1.729153426772589
3.074060634560824e-05,1.729152505689983,3.074060634560824e-05,1.729147907032367
3.074754031229658e-05,1.72915252386104,3.074754031229658e-05,1.729143391341302
3.075514621950052e-05,1.729152543720766,3.075514621950052e-05,1.729138424403728
3.076382625014236e-05,1.729152566324209,3.076382625014236e-05,1.729132738576016
3.078118631142604e-05,1.729152611372237,3.078118631142604e-05,1.729121311129584
3.08159064339934e-05,1.729152700867643,3.08159064339934e-05,1.729098233110373
3.088534667912813e-05,1.729152877530179,3.088534667912813e-05,1.72905118487177
3.102422716939759e-05,1.72915322195185,3.102422716939759e-05,1.728953522094084
3.130198814993651e-05,1.729153878009273,3.130198814993651e-05,1.728743952277137
3.185751011101434e-05,1.729155077436244,3.185751011101434e-05,1.728268018101528
3.283168453942144e-05,1.729156895412218,3.283168453942144e-05,1.727251836469125
3.410976932188322e-05,1.72915887029028,3.410976932188322e-05,1.72557246209301
3.56817612101168e-05,1.729160845128935,3.56817612101168e-05,1.722980116447349
3.761571817891095e-05,1.729162799871848,3.761571817891095e-05,1.719022070281242
3.961571817891095e-05,1.729164432076789,3.961571817891095e-05,1.714083343519366
4.161571817891095e-05,1.729165779238744,4.161571817891095e-05,1.708345871602947
4.361571817891095e-05,1.729166915219984,4.361571817891095e-05,1.701881167309578
4.561571817891095e-05,1.72916788957886,4.561571817891095e-05,1.694769807758776
4.761571817891095e-05,1.729168736462888,4.761571817891095e-05,1.68710043008574
4.961571817891095e-05,1.729169480188328,4.961571817891095e-05,1.678968626653763
5.161571817891095e-05,1.72917013864096,5.161571817891095e-05,1.670475753575559
5.361571817891095e-05,1.729170725364008,5.361571817891095e-05,1.661727667394295
5.561571817891096e-05,1.729171250871017,5.561571817891096e-05,1.652833405670513
5.761571817891096e-05,1.729171723497129,5.761571817891096e-05,1.643903827920352
5.961571817891096e-05,1.729172149968946,5.961571817891096e-05,1.635050233844613
6.161571817891095e-05,1.729172535797713,6.161571817891095e-05,1.626382976071296
6.361571817891095e-05,1.729172885558088,6.361571817891095e-05,1.618010084702598
6.561571817891094e-05,1.729173203090565,6.561571817891094e-05,1.610035920810258
6.761571817891094e-05,1.729173491651569,6.761571817891094e-05,1.602559875662284
6.961571817891093e-05,1.729173754026781,6.961571817891093e-05,1.595675131894118
7.161571817891092e-05,1.729173992618091,7.161571817891092e-05,1.589467502065203
7.361571817891092e-05,1.729174209511253,7.361571817891092e-05,1.58401435907737
7.561571817891091e-05,1.729174406529202,7.561571817891091e-05,1.579383671786477
7.761571817891091e-05,1.729174585274541,7.761571817891091e-05,1.5756331578276
7.96157181789109e-05,1.729174747163749,7.96157181789109e-05,1.572809564213102
8.16157181789109e-05,1.72917489345498,8.16157181789109e-05,1.57094808467031
8.361571817891089e-05,1.729175025270846,8.361571817891089e-05,1.570071920981207
8.561571817891089e-05,1.729175143617236,8.561571817891089e-05,1.57019199379167
8.761571817891088e-05,1.729175249398973,8.761571817891088e-05,1.571306806494777
8.961571817891087e-05,1.729175343432921,8.961571817891087e-05,1.573402463884755
9.161571817891087e-05,1.729175426459039,9.161571817891087e-05,1.576452845349072
9.361571817891086e-05,1.729175499149746,9.361571817891086e-05,1.580419930439974
9.561571817891086e-05,1.729175562117896,9.561571817891086e-05,1.585254272767495
9.761571817891085e-05,1.729175615923618,9.761571817891085e-05,1.590895616307253
9.961571817891085e-05,1.729175661080191,9.961571817891085e-05,1.597273646441285
0.0001016157181789108,1.729175698059128,0.0001016157181789108,1.604308866370806
0.0001036157181789108,1.72917572729459,0.0001036157181789108,1.611913587977169
0.0001056157181789108,1.729175749187222,0.0001056157181789108,1.619993024780751
0.0001076157181789108,1.729175764107522,0.0001076157181789108,1.628446473374957
0.0001096157181789108,1.729175772398784,0.0001096157181789108,1.637168568609766
0.0001116157181789108,1.7291757743797,0.0001116157181789108,1.646050596879994
0.0001136157181789108,1.729175770346652,0.0001136157181789108,1.654981851149244
0.0001156157181789108,1.729175760575747,0.0001156157181789108,1.663851010820311
0.0001176157181789108,1.729175745324623,0.0001176157181789108,1.672547529253098
0.0001196157181789108,1.729175724834057,0.0001196157181789108,1.680963011635817
0.0001216157181789108,1.729175699329408,0.0001216157181789108,1.688992566035444
0.0001236157181789108,1.729175669021899,0.0001236157181789108,1.696536110787733
0.0001256157181789108,1.729175634109776,0.0001256157181789108,1.703499621931262
0.0001276157181789108,1.729175594779349,0.0001276157181789108,1.709796305137284
0.0001296157181789108,1.729175551205932,0.0001296157181789108,1.71534767752828
0.0001316157181789108,1.729175503554685,0.0001316157181789108,1.720084545901229
0.0001336157181789108,1.729175451981387,0.0001336157181789108,1.72394786916288
0.0001356157181789107,1.72917539663313,0.0001356157181789107,1.72688949422748
0.0001376157181789107,1.729175337648954,0.0001376157181789107,1.728872756204628
0.0001377920252762614,1.729175332275912,0.0001377920252762614,1.729000704659868
0.0001378843458803979,1.729175329451396,0.0001378843458803979,1.729064648096615
0.0001379497387768396,1.729175327446199,0.0001379497387768396,1.729108669102035
0.0001379837021485902,1.729175326403278,0.0001379837021485902,1.72913111615934
0.0001380516288920915,1.729175324314426,0.0001380516288920915,1.729175156023439
0.0001380618969580815,1.729177992533546,0.0001380618969580815,1.729181714125867
0.0001380708659938706,1.72918037572582,0.0001380708659938706,1.729187421244242
0.0001380838547508573,1.729183812378871,0.0001380838547508573,1.729195650941145
0.0001381044400686928,1.729189223479889,0.0001381044400686928,1.729208608462723
0.000138145610704364,1.72919991491793,0.000138145610704364,1.729234209392145
0.0001382279519757062,1.729220774352506,0.0001382279519757062,1.729284154325205
0.0001383926345183906,1.729260398580052,0.0001383926345183906,1.729379012837734
0.000138464922540822,1.729276909381213,0.000138464922540822,1.729418531049454
0.0001386094985856846,1.729308315560591,0.0001386094985856846,1.729493683290965
0.0001386788945310315,1.729322629891082,0.0001386788945310315,1.729527915399662
0.0001388176864217254,1.729349885547319,0.0001388176864217254,1.729592795160439
0.0001388780665267922,1.729361425768087,0.0001388780665267922,1.729619527850571
0.0001389735825669206,1.729381164914435,0.0001389735825669206,1.72965996742979
0.0001389907746994179,1.729385174959846,0.0001389907746994179,1.729667005526514
0.0001390251589644127,1.729394122640466,0.0001390251589644127,1.729680861363111
0.0001390678017940603,1.729407144658149,0.0001390678017940603,1.729697636954752
0.0001391250580554859,1.729426573619625,0.0001391250580554859,1.729719450445105
0.0001391664645729684,1.729441027491931,0.0001391664645729684,1.729734717574583
0.0001392046842128113,1.729454217012347,0.0001392046842128113,1.729748431206981
0.0001392511616230352,1.729469814056905,0.0001392511616230352,1.72976461819597
0.0001393143092984277,1.729490169332077,0.0001393143092984277,1.729785749829874
0.0001394406046492128,1.729528040260777,0.0001394406046492128,1.729825035595402
0.0001396931953507829,1.729592655441232,0.0001396931953507829,1.729891690535504
0.0001398874271385872,1.729632312767157,0.0001398874271385872,1.7299321323009
0.0001401025756155797,1.729666118087179,0.0001401025756155797,1.729965948930952
0.0001403035135652787,1.72968816810601,0.0001403035135652787,1.729987104792935
0.0001404870721288375,1.729700444294408,0.0001404870721288375,1.729997626350436
0.0001406295395536588,1.729705015376957,0.0001406295395536588,1.72999999742877
0.0001407549640277698,1.729705728276869,0.0001407549640277698,1.729997892541162
0.0001409353716010407,1.729702189582559,0.0001409353716010407,1.72998798101588
0.0001410913429086222,1.729695729581794,0.0001410913429086222,1.729972866808107
0.0001412308924571739,1.729687822651397,0.0001412308924571739,1.729954200120869
0.0001413877821919523,1.729676707896342,0.0001413877821919523,1.729927414463859
0.0001414643662541785,1.729670396109913,0.0001414643662541785,1.7299121102648
0.0001416175343786308,1.729655968395518,0.0001416175343786308,1.72987711621327
0.0001416899314470584,1.729648296715902,0.0001416899314470584,1.729858541204403
0.0001418347255839135,1.729631299932828,0.0001418347255839135,1.72981747464593
0.0001419072820065285,1.729621953025384,0.0001419072820065285,1.72979493282368
0.0001420523948517585,1.729601597930393,0.0001420523948517585,1.729745918576786
0.000142124944154145,1.729590591851382,0.000142124944154145,1.729719449619008
0.0001422700427589181,1.729566924170733,0.0001422700427589181,1.729662585654774
0.0001423425743713534,1.729554266758057,0.0001423425743713534,1.72963219915238
0.0001424876375962239,1.729527302671303,0.0001424876375962239,1.729567506372878
0.0001425601692086592,1.729512996901094,0.0001425601692086592,1.729533201157378
0.0001425879795873235,1.729507366156513,0.0001425879795873235,1.729519701526395
0.0001426154240462873,1.729501730348974,0.0001426154240462873,1.729506191446837
0.0001426284196887599,1.729499034189432,0.0001426284196887599,1.729499728913799
0.0001426374223007841,1.729498539563932,0.0001426374223007841,1.729495227497753
0.0001426452071687059,1.729498542739497,0.0001426452071687059,1.729491318765336
0.0001426537277194693,1.729498546204486,0.0001426537277194693,1.729487023426899
0.000142662404616846,1.729498549727974,0.000142662404616846,1.729482630772728
0.0001426797584115994,1.729498556767164,0.0001426797584115994,1.729473789466831
0.0001427144660011062,1.729498570820517,0.0001427144660011062,1.729455882893982
0.0001427838811801199,1.729498598832396,0.0001427838811801199,1.72941917414103
0.0001429227115381472,1.729498654484061,0.0001429227115381472,1.729342176160737
0.0001432003722542019,1.729498764328119,0.0001432003722542019,1.729173874881069
0.0001437556936863113,1.729498978380367,0.0001437556936863113,1.728780198711466
0.0001448663365505302,1.729499385400452,0.0001448663365505302,1.727765972980746
0.0001468663365505301,1.729500055186125,0.0001468663365505301,1.725188640005094
0.0001488663365505301,1.729500653366853,0.0001488663365505301,1.72167414366401
0.0001508663365505301,1.729501189353749,0.0001508663365505301,1.717266289208107
0.0001528663365505301,1.729501671296587,0.0001528663365505301,1.712020016847981
0.0001548663365505301,1.72950210600568,0.0001548663365505301,1.70600071697054
0.0001568663365505301,1.729502499135196,0.0001568663365505301,1.699283415102648
0.0001588663365505301,1.729502855398729,0.0001588663365505301,1.691951836780833
0.0001608663365505301,1.729503178756213,0.0001608663365505301,1.68409736398266
0.0001628663365505301,1.729503472563062,0.0001628663365505301,1.675817896126985
0.0001648663365505301,1.729503739686336,0.0001648663365505301,1.667216629839776
0.0001668663365505301,1.729503982594977,0.0001668663365505301,1.658400772694681
0.0001688663365505301,1.729504203430338,0.0001688663365505301,1.649480206960492
0.0001708663365505301,1.729504404061789,0.0001708663365505301,1.640566120010787
0.0001728663365505301,1.729504586131006,0.0001728663365505301,1.631769618466526
0.0001748663365505301,1.729504751087579,0.0001748663365505301,1.623200343345165
0.0001768663365505301,1.729504900217905,0.0001768663365505301,1.614965103477286
0.0001788663365505301,1.729505034668836,0.0001788663365505301,1.607166544224066
0.0001808663365505301,1.729505155467185,0.0001808663365505301,1.5999018680889
0.00018286633655053,1.729505263535928,0.00018286633655053,1.59326162316968
0.00018486633655053,1.729505359707761,0.00018486633655053,1.587328574552666
0.00018686633655053,1.729505444736511,0.00018686633655053,1.582176672715069
0.00018886633655053,1.729505519306797,0.00018886633655053,1.577870131794346
0.00019086633655053,1.729505584042248,0.00019086633655053,1.574462629212809
0.00019286633655053,1.729505639512547,0.00019286633655053,1.571996636633556
0.00019486633655053,1.729505686239472,0.00019486633655053,1.570502890586793
0.00019686633655053,1.729505724702126,0.00019686633655053,1.570000009364754
0.000198433168275265,1.729505749324861,0.000198433168275265,1.570302739643786
0.0002,1.729505769332955,0.0002,1.571215379759023
