/Vpeak (frequency=8333.333) X,/Vpeak (frequency=8333.333) Y,/Vin (frequency=8333.333) X,/Vin (frequency=8333.333) Y
0,1.649834342778162,0,1.65
1.953125e-10,1.649834685971342,1.953125e-10,1.650000818123087
5.859375000000001e-10,1.649835372242297,5.859375000000001e-10,1.65000245436926
1.3671875e-09,1.649836744548494,1.3671875e-09,1.650005726861603
2.9296875e-09,1.649839488774296,2.9296875e-09,1.650012271846255
6.0546875e-09,1.649844977381027,6.0546875e-09,1.650025361815268
1.23046875e-08,1.64985597043154,1.23046875e-08,1.650051541750907
2.48046875e-08,1.649878441498758,2.48046875e-08,1.650103901602822
3.031174353496239e-08,1.649889208621824,3.031174353496239e-08,1.650126969481104
3.597900194637524e-08,1.649901781506127,3.597900194637524e-08,1.650150708401789
4.115746588322256e-08,1.649915267400559,4.115746588322256e-08,1.650172399856507
4.602412498053297e-08,1.649930032660477,4.602412498053297e-08,1.650192785217311
5.178158284473465e-08,1.64994998354543,5.178158284473465e-08,1.650216901921266
5.402172192326226e-08,1.649958304920973,5.402172192326226e-08,1.650226285357893
5.815691299430013e-08,1.649974175229485,5.815691299430013e-08,1.650243606731014
6.313058999467389e-08,1.649993726808047,6.313058999467389e-08,1.650264440315428
6.815652841299732e-08,1.650013698984052,6.815652841299732e-08,1.650285492792631
7.422648867015763e-08,1.650037896633809,7.422648867015763e-08,1.650310918405949
8.229841395338684e-08,1.650070083864119,8.229841395338684e-08,1.650344729723374
9.47886939153001e-08,1.650119866609888,9.47886939153001e-08,1.650397048322537
1.197692538391266e-07,1.650219397240814,1.197692538391266e-07,1.650501684989028
1.681690357491895e-07,1.650412234723142,1.681690357491895e-07,1.650704415706978
2.359443870665924e-07,1.650682612431986,2.359443870665924e-07,1.65098829639771
3.041910577019093e-07,1.650956515873187,3.041910577019093e-07,1.651274138650225
3.531673536455271e-07,1.651155330577546,3.531673536455271e-07,1.651479259643592
3.92844997411911e-07,1.651318273682419,3.92844997411911e-07,1.651645429242134
4.370616837617403e-07,1.651501608131948,4.370616837617403e-07,1.651830599909152
