/Vpeak X,/Vpeak Y
0.8105269452231749,2.529334418899971
0.8905269452231749,2.536921754090107
0.9705269452231748,2.543860355419699
1.050526945223175,2.550257811088623
1.130526945223175,2.5561985368018
1.210526945223175,2.561750121357523
1.290526945223175,2.566967531054991
1.370526945223175,2.57189601563483
1.450526945223175,2.576573193343065
1.530526945223175,2.581030594237873
1.610526945223175,2.58529483115121
1.690526945223175,2.589388505506009
1.770526945223176,2.59333091871695
1.850526945223176,2.597138637672114
1.930526945223176,2.600825948672401
2.010526945223176,2.604405224869486
2.090526945223176,2.607887225842823
2.170526945223176,2.61128134343127
2.250526945223176,2.614595804654424
2.330526945223176,2.617837840132305
2.410526945223176,2.62101382458849
2.490526945223176,2.624129394633823
2.570526945223176,2.627189547960392
2.650526945223176,2.630198727247367
2.730526945223176,2.633160891433185
2.810526945223176,2.636079576499376
2.890526945223177,2.638957947508532
2.970526945223177,2.641798843318305
3.050526945223177,2.644604815137054
3.130526945223177,2.64737815988072
3.210526945223177,2.650120949124318
3.290526945223177,2.652835054306575
3.370526945223177,2.655522168736567
3.450526945223177,2.65818382686144
3.530526945223177,2.660821421180702
3.610526945223177,2.663436217131903
3.690526945223177,2.666029366222377
3.770526945223177,2.668601917640054
3.850526945223177,2.671154828541717
3.930526945223177,2.673688973188074
4.010526945223178,2.676205151070727
4.090526945223178,2.678704094155683
4.170526945223178,2.681186473350794
4.250526945223178,2.683652904289896
4.330526945223178,2.686103952514044
4.410526945223178,2.688540138119644
4.490526945223178,2.690961939934292
4.570526945223178,2.69336979927337
4.650526945223178,2.695764123323844
4.730526945223178,2.698145288195976
4.810526945223178,2.700513641678726
4.890526945223178,2.702869505730364
4.945263972611589,2.704474356616946
5.000001,2.706073581424923
5.0000010625,2.706073583247742
5.00000109375,2.706073584159153
5.00000115625,2.706073585981972
5.0000011640625,2.706073586209825
5.0000011796875,2.70607358666553
5.000001179840587,2.706073586669995
5.000001179890803,2.706055359457644
5.000001179899145,2.706043782273286
5.000001179905953,2.706034332776179
5.000001179912464,2.706025305487007
5.000001179925484,2.706007271470183
5.000001179951526,2.705971250753181
5.000001180003609,2.705899318664429
5.000001180025787,2.705868720868913
5.000001180036877,2.705853428093898
5.000001180041619,2.705846890253306
5.000001180047249,2.705839128892989
5.000001180050065,2.705835578898043
5.00000118005162,2.705835578897776
5.000001180052903,2.705835578897555
5.000001180054032,2.705835578897359
5.000001180056292,2.705835578896966
5.000001180060811,2.705835578896181
5.000001180069849,2.705835578894613
5.000001180087925,2.705835578891477
5.000001180124078,2.705835578885208
5.000001180196382,2.705835578872671
5.000001180340992,2.705835578847602
5.000001180630211,2.705835578797466
5.00000118120865,2.705835578697196
5.000001182365527,2.705835578496658
5.000001184679282,2.705835578095584
5.000001189306791,2.70583557729344
5.000001198561809,2.705835575689151
5.000001217071845,2.705835572480579
5.000001254091917,2.705835566063436
5.000001328132062,2.70583555322915
5.000001476212351,2.705835527560574
5.00000177237293,2.705835476223393
5.000002,2.705835436765947
5.00000245525414,2.705835357850933
5.000003365762421,2.705835200020669
5.000005186778981,2.705834884359013
5.000008828812103,2.70583425303104
5.000016112878345,2.705832990356415
5.000030681010831,2.705830464932983
5.000059817275801,2.705825413794348
5.000118089805742,2.705815310389089
5.000234634865624,2.705795099362062
5.000467724985388,2.705754662548887
5.000933905224915,2.705673743363389
5.001866265703971,2.705511793565179
5.003688660484863,2.705195073232544
5.00602210702941,2.704789458427629
5.009223729029,2.704232979276619
5.014179136579754,2.703371859828867
5.024089951681262,2.701650278412444
5.043911581884277,2.698209671824081
5.081985641403323,2.691610365290235
5.158133760441414,2.678449257412068
5.238133760441414,2.664676102986326
5.318133760441414,2.65095776270901
5.398133760441414,2.637294017908424
5.478133760441414,2.623684646645167
5.558133760441414,2.610129426791254
5.638133760441415,2.596628137043945
5.718133760441415,2.583180557248915
5.798133760441415,2.569786468493291
5.878133760441415,2.556445653122339
5.958133760441415,2.543157894731092
6.038133760441415,2.529922978148033
6.118133760441415,2.516740689416535
6.198133760441415,2.503610815775968
6.278133760441415,2.490533145643049
6.358133760441415,2.477507468593692
6.438133760441415,2.464533575345356
6.518133760441415,2.45161125773994
6.598133760441415,2.438740308727199
6.678133760441415,2.425920522348679
6.758133760441416,2.413151693722137
6.838133760441416,2.400433619026464
6.918133760441416,2.387766095487073
6.998133760441416,2.375148921361739
7.078133760441416,2.362581895926894
7.158133760441416,2.350064819464351
7.238133760441416,2.33759749324844
7.318133760441416,2.325179719533558
7.398133760441416,2.312811301542111
7.478133760441416,2.300492043452832
7.558133760441416,2.288221750389477
7.638133760441416,2.276000228409869
7.718133760441416,2.263827284495297
7.798133760441416,2.251702726540246
7.878133760441417,2.239626363342448
7.939066880220708,2.230460459540712
8,2.221322326920244
