VT("/Vpeak") (frequency=800) X,VT("/Vpeak") (frequency=800) Y,VT("/Vin") (frequency=800) X,VT("/Vin") (frequency=800) Y
0,1.649832915536485,0,1.65
4.968910318753833e-08,1.649832916023372,4.968910318753833e-08,1.650019981173749
9.741159941567618e-08,1.64983291649637,9.741159941567618e-08,1.650039171526767
1.928565918719519e-07,1.649832917720729,1.928565918719519e-07,1.650077552224938
2.364575465181229e-07,1.649832922259169,2.364575465181229e-07,1.650095085198864
2.950004201456329e-07,1.649833312441657,2.950004201456329e-07,1.650118626664077
3.306971777621234e-07,1.649834443780258,3.306971777621234e-07,1.65013298116426
3.683270528267417e-07,1.649837067035569,3.683270528267417e-07,1.650148113011484
4.06874713926852e-07,1.649841643325085,4.06874713926852e-07,1.650163613916303
4.335333967134922e-07,1.649845968836428,4.335333967134922e-07,1.650174333984798
4.468627381068123e-07,1.649848407899821,4.468627381068123e-07,1.650179694017883
4.606591179856917e-07,1.64985099517861,4.606591179856917e-07,1.650185241856978
4.708623942224078e-07,1.649852925380812,4.708623942224078e-07,1.650189344826554
4.801338564752411e-07,1.649854683683014,4.801338564752411e-07,1.650193073092091
4.986767809809077e-07,1.649858202758907,4.986767809809077e-07,1.650200529621897
5.357626299922408e-07,1.649865242774666,5.357626299922408e-07,1.650215442676219
6.099343280149071e-07,1.649879323844459,6.099343280149071e-07,1.650245268761885
7.582777240602397e-07,1.649907485003174,7.582777240602397e-07,1.650304920826793
1.054964516150905e-06,1.649963799291453,1.054964516150905e-06,1.650424224414833
1.648338100332235e-06,1.650076392479695,1.648338100332235e-06,1.65066282849515
2.835085268694896e-06,1.650301434789478,2.835085268694896e-06,1.6511400168436
5.208579605420218e-06,1.650750941963376,5.208579605420218e-06,1.652094254862575
9.955568278870862e-06,1.651647652218589,9.955568278870862e-06,1.654001700865957
1.944954562577215e-05,1.653431913577864,1.944954562577215e-05,1.657808673494823
3.843750031957472e-05,1.656964260452475,3.843750031957472e-05,1.665360651047839
7.342883442179956e-05,1.6633503270347,7.342883442179956e-05,1.678861616184346
0.0001168516533026197,1.671059720910212,0.0001168516533026197,1.694333263753958
0.0001650234450241974,1.679343904196556,0.0001650234450241974,1.709007415884028
0.0002150234450241974,1.687656786726591,0.0002150234450241974,1.72058773532889
0.0002636687619913393,1.695477453465782,0.0002636687619913393,1.727602196079815
0.0003096777904724145,1.702642512136951,0.0003096777904724145,1.729991950462533
0.000353836728803383,1.709316499641878,0.000353836728803383,1.728279285300177
0.0003970414478985208,1.715661725044742,0.0003970414478985208,1.722884692859524
0.0004078094216599686,1.717215173591631,0.0004078094216599686,1.720993646384425
0.0004131934085406926,1.717987791222886,0.0004131934085406926,1.719969778523281
