VT("/Vpeak") (frequency=750) X,VT("/Vpeak") (frequency=750) Y,VT("/Vin") (frequency=750) X,VT("/Vin") (frequency=750) Y
0,1.649832915536485,0,1.65
5.106552463943419e-08,1.649832916005539,5.106552463943419e-08,1.650019251249061
1.00662365822004e-07,1.649832916465829,1.00662365822004e-07,1.650037948816452
1.998560481871435e-07,1.649832917598351,1.998560481871435e-07,1.650075343943993
2.477295475803379e-07,1.649832921145215,2.477295475803379e-07,1.650093391817998
3.101933093949111e-07,1.649833252147661,3.101933093949111e-07,1.650116940080994
3.472197887387812e-07,1.649834259845237,3.472197887387812e-07,1.650130898718089
3.873760138111091e-07,1.649836782824091,3.873760138111091e-07,1.650146037235592
4.274028196023586e-07,1.649841164202803,4.274028196023586e-07,1.650161126958046
4.749100578137333e-07,1.649848841857663,4.749100578137333e-07,1.650179036724399
4.90820419967435e-07,1.649851772476908,4.90820419967435e-07,1.650185034774093
5.038096633290215e-07,1.649854215904681,5.038096633290215e-07,1.650189931590027
5.170869845050133e-07,1.64985672902998,5.170869845050133e-07,1.650194937007705
5.436416268569969e-07,1.649861764628675,5.436416268569969e-07,1.650204947840753
5.96750911560964e-07,1.649871843072431,5.96750911560964e-07,1.650224969497063
7.029694809688984e-07,1.649892004828381,7.029694809688984e-07,1.650265012766155
9.15406619784767e-07,1.649932328520577,9.15406619784767e-07,1.650345099095116
1.340280897416504e-06,1.650012961195458,1.340280897416504e-06,1.650505270635229
2.190029452679978e-06,1.650174155399782,2.190029452679978e-06,1.650825606996957
3.889526563206927e-06,1.65049624968487,3.889526563206927e-06,1.651466234868869
7.288520784260825e-06,1.651139256565167,7.288520784260825e-06,1.652747167402008
1.408650922636862e-05,1.652420558824149,1.408650922636862e-05,1.655306589658277
2.768248611058421e-05,1.654964483200235,2.768248611058421e-05,1.660406477549559
5.487443987901539e-05,1.659978947003841,5.487443987901539e-05,1.670457392199701
9.448783384389866e-05,1.667113764702194,9.448783384389866e-05,1.684455650989607
0.0001403896062488279,1.675137519207336,0.0001403896062488279,1.699148538050729
0.0001903896062488279,1.683592353609265,0.0001903896062488279,1.712526161758826
0.0002403896062488279,1.691762765693744,0.0002403896062488279,1.722448579813676
0.0002903896062488279,1.699661707136785,0.0002903896062488279,1.728367477813871
0.0003385494409730899,1.707024730893238,0.0003385494409730899,1.729975833515502
0.0003849994392945175,1.713908320888681,0.0003849994392945175,1.727640568835897
0.000430760064258966,1.720489298726193,0.000430760064258966,1.721715686450652
0.0004336298441272749,1.72089541375167,0.0004336298441272749,1.721229704431521
0.0004339885666108135,1.720900495049416,0.0004339885666108135,1.721168038891536
0.0004342445926943258,1.720901561818496,0.0004342445926943258,1.721123902809286
0.0004344321480596847,1.720901793634438,0.0004344321480596847,1.721091504621693
0.0004346309747161969,1.720901876579593,0.0004346309747161969,1.721057098799087
0.0004348867241940201,1.720901914303244,0.0004348867241940201,1.721012751086497
0.0004352641695639485,1.72090193409455,0.0004352641695639485,1.720947112523539
0.0004354225918741583,1.720901935471451,0.0004354225918741583,1.720919495655977
0.0004355018030292631,1.720901935391398,0.0004355018030292631,1.720905672399062
0.0004355309621477629,1.720901935320496,0.0004355309621477629,1.720900581309851
