/Vin (Cout=2e-11) X,/Vin (Cout=2e-11) Y
50.00002139630222,1.65
50.00002141348706,1.65
50.000021426697,1.65
50.00002144180553,1.65
50.00002145649407,1.65
50.00002147384984,1.65
50.00002149562127,1.65
50.00002152404984,1.65
50.00002156107524,1.65
50.00002160806817,1.65
50.00002166665102,1.65
50.00002173909056,1.65
50.00002182851867,1.65
50.00002193906609,1.65
50.00002207596147,1.65
50.00002224569918,1.65
50.00002245630238,1.65
50.00002271769522,1.65
50.00002304219144,1.65
50.00002344510518,1.65
50.00002394550255,1.65
50.00002456712696,1.65
50.00002533954406,1.65
50.00002629956506,1.65
50.00002749302059,1.65
50.00002897697223,1.65
50.00003082246938,1.65
50.00003311798415,1.65
50.00003597368983,1.65
50.00003952678933,1.65
50.00004394815043,1.65
50.00004945056816,1.65
50.00005629905205,1.65
50.00006482363342,1.65
50.00007543530759,1.65
50.0000886458761,1.65
50.00010509264096,1.65
50.00012556913858,1.65
50.00015106340314,1.65
50.00018280564468,1.65
50.00022232777368,1.65
50.0002715380032,1.65
50.00033281503022,1.65
50.0004091284503,1.65
50.00050419584973,1.65
50.0006226935277,1.65
50.00077054761147,1.65
50.00095534044627,1.65
50.00118683876612,1.65
50.00147743096883,1.65
50.00184149990748,1.65
50.00229212705526,1.65
50.00283732283829,1.65
50.00348277495857,1.65
50.00423833927717,1.65
50.00511970720743,1.65
50.00614578362443,1.65
50.0073357617723,1.65
50.00870882205014,1.65
50.01028754006003,1.65
50.01210415654901,1.65
50.01420904319613,1.65
50.01668250322075,1.65
50.01965389070596,1.65
50.02333764059335,1.65
50.02811030720351,1.65
50.03469929391846,1.65
50.04474503005014,1.65
50.06321128601554,1.65
50.10014379794634,1.65
50.1672499678328,1.65
50.3014623076057,1.65
50.5698869871515,1.65
51.000001,1.65
51.00000100005347,1.649911769543726
51.00000100009422,1.649844532660997
51.00000100013185,1.649782442594576
51.00000100015067,1.649751397561365
51.00000100015933,1.649737106060049
51.00000100016717,1.649724162813575
51.00000100017121,1.649717503607055
51.00000100017402,1.649712872644775
51.00000100017658,1.649708640296969
51.000001000179,1.649704654152222
51.00000100018124,1.649700949382397
51.00000100018573,1.649693539842749
51.00000100019471,1.649678720763452
51.00000100021268,1.649649082604858
51.0000010002486,1.64958980628767
51.00000100032045,1.649471253653294
51.00000100046415,1.649234148384541
51.00000100075155,1.648759937847037
51.00000100132635,1.647811516772028
51.00000100247595,1.645914674622011
51.00000100477516,1.642120990321975
51.00000100937356,1.634533621721905
51.00000101857037,1.619358884521764
51.00000103696399,1.589009410121482
51.00000107375124,1.528310461320918
51.00000114732572,1.406912563719791
51.00000129447469,1.164116768517535
51.00000158877262,0.6785251781130249
51.00000199999999,8.195959022572197e-09
51.00000282245475,0
51.00000446736425,0
51.00000775718325,0
51.00001433682127,0
51.00002749609729,0
51.00005381464933,0
51.00010645175342,0
51.00021172596161,0
51.00042227437797,0
51.00084337121069,0
51.00168556487614,0
51.00295666918378,0
51.00440602282212,0
51.00612412498556,0
51.00829038225418,0
51.01128471159448,0
51.01609986845973,0
51.02573018219021,0
51.04468260468239,0
51.07697663589889,0
51.14156469833191,0
51.27074082319795,0
51.52909307293002,0
52.04579757239416,0
52.64579757239416,0
53.24579757239416,0
53.84579757239416,0
54.44579757239416,0
55.04579757239416,0
55.64579757239417,0
56.24579757239417,0
56.84579757239417,0
57.44579757239417,0
58.04579757239417,0
58.64579757239417,0
59.24579757239417,0
59.62289878619708,0
60,0
