/Vpeak (Cout=1e-12) X,/Vpeak (Cout=1e-12) Y,/Vpeak (Cout=5.222222e-12) X,/Vpeak (Cout=5.222222e-12) Y,/Vpeak (Cout=7.333333e-12) X,/Vpeak (Cout=7.333333e-12) Y,/Vpeak (Cout=2e-11) X,/Vpeak (Cout=2e-11) Y,/Vin (Cout=1e-12) X,/Vin (Cout=1e-12) Y,/Vpeak (Cout=1.155556e-11) X,/Vpeak (Cout=1.155556e-11) Y
1.516517892206012,0.1530639344073795,1.199456283982411,1.431039868904212,1.214608236079473,1.513039907752167,1.101280916337646,1.672673162759229,1.516517892206012,3.33066907387547e-15,1.061955794030502,1.627562401478572
1.546517892206012,0.1273645248024284,1.229456283982411,1.418414116450893,1.244608236079473,1.503703483612688,1.131280916337646,1.669004511806624,1.546517892206012,1.110223024625157e-15,1.091955794030502,1.621334293359354
1.576517892206012,0.102704219194372,1.259456283982411,1.405860941602541,1.274608236079473,1.494405258057818,1.161280916337646,1.665341359787693,1.576517892206012,4.440892098500626e-16,1.121955794030502,1.615122341804182
1.606517892206012,0.07934181791300814,1.289456283982411,1.393379945167245,1.304608236079474,1.485145080864062,1.191280916337646,1.661683698718873,1.606517892206012,2.220446049250313e-16,1.151955794030502,1.608926506300356
1.636517892206012,0.05798183475183516,1.319456283982411,1.38097073033403,1.334608236079474,1.475922802446066,1.221280916337646,1.658031520629053,1.636517892206012,0,1.181955794030502,1.602746746444414
1.666517892206012,0.03982665735554774,1.349456283982411,1.368632902658872,1.364608236079474,1.466738273853965,1.251280916337646,1.654384817559555,1.666517892206012,0,1.211955794030502,1.596583021941836
1.694759346561761,0.02648598457038493,1.379456283982411,1.356366070050778,1.394608236079474,1.457591346770748,1.281280916337646,1.65074358156411,1.694759346561761,0,1.241955794030502,1.590435292606754
1.721788643109546,0.01716064588306549,1.409456283982411,1.344169842757902,1.424608236079474,1.448481873509625,1.311280916337646,1.647107804708841,1.721788643109546,0,1.271955794030502,1.584303518361656
1.750647565838631,0.01035873400252666,1.439456283982411,1.332043833353702,1.454608236079474,1.43940970701141,1.341280916337646,1.643477479072242,1.750647565838631,0,1.301955794030502,1.578187659237098
1.780647565838631,0.00586985736351719,1.469456283982411,1.319987656723146,1.484608236079474,1.430374700841918,1.371280916337646,1.639852596745159,1.780647565838631,0,1.331955794030502,1.572087675371414
1.810647565838631,0.003177282198718114,1.499456283982411,1.308000930048943,1.514608236079474,1.421376709189358,1.401280916337646,1.63623314983077,1.810647565838631,0,1.361955794030502,1.566003527010422
1.840647565838631,0.001625220322114004,1.529456283982411,1.296083272797812,1.544608236079474,1.412415586861748,1.431280916337646,1.632619130444567,1.840647565838631,0,1.391955794030502,1.559935174507145
1.870647565838631,0.0007859316630999326,1.559456283982411,1.284234306706789,1.574608236079474,1.40349118928433,1.461280916337646,1.629010530714333,1.870647565838631,0,1.421955794030502,1.55388257832152
1.900647565838631,0.000358804517763036,1.589456283982411,1.27245365576955,1.604608236079474,1.394603372496997,1.491280916337646,1.625407342780125,1.900647565838631,0,1.451955794030502,1.547845699020113
1.930647565838631,0.0001533895983192617,1.619456283982411,1.260740946222777,1.634608236079474,1.385751993151721,1.521280916337646,1.621809558794255,1.930647565838631,0,1.481955794030502,1.541824497275835
1.960647565838631,6.018209828341305e-05,1.649456283982411,1.249095806532536,1.664608236079474,1.376936908509999,1.551280916337646,1.618217170921269,1.960647565838631,0,1.511955794030502,1.535818933867665
