/Vpeak (pulse_width=1e-05) X,/Vpeak (pulse_width=1e-05) Y,/Vpeak (pulse_width=1.166667e-05) X,/Vpeak (pulse_width=1.166667e-05) Y,/Vpeak (pulse_width=1.5e-05) X,/Vpeak (pulse_width=1.5e-05) Y,/Vpeak (pulse_width=1.333333e-05) X,/Vpeak (pulse_width=1.333333e-05) Y,/Vpeak (pulse_width=1.666667e-05) X,/Vpeak (pulse_width=1.666667e-05) Y,/Vpeak (pulse_width=1.833333e-05) X,/Vpeak (pulse_width=1.833333e-05) Y
6.768079507031991e-06,1.532520094086287,6.768079507031991e-06,1.532520094086287,6.768079507031991e-06,1.532520094086287,6.768079507031991e-06,1.532520094086287,6.768079507031991e-06,1.532520094086287,6.768079507031991e-06,1.532520094086287
7.768079507031991e-06,1.547571833508137,7.768079507031991e-06,1.547571833508137,7.768079507031991e-06,1.547571833508137,7.768079507031991e-06,1.547571833508137,7.768079507031991e-06,1.547571833508137,7.768079507031991e-06,1.547571833508137
8.768079507031992e-06,1.560449396383735,8.768079507031992e-06,1.560449396383735,8.768079507031992e-06,1.560449396383735,8.768079507031992e-06,1.560449396383735,8.768079507031992e-06,1.560449396383735,8.768079507031992e-06,1.560449396383735
9.768079507031992e-06,1.571687867500025,9.768079507031992e-06,1.571687867500025,9.768079507031992e-06,1.571687867500025,9.768079507031992e-06,1.571687867500025,9.768079507031992e-06,1.571687867500025,9.768079507031992e-06,1.571687867500025
1.0384039753516e-05,1.577935304555401,1.076807950703199e-05,1.581655998317572,1.076807950703199e-05,1.581655998317572,1.076807950703199e-05,1.581655998317572,1.076807950703199e-05,1.581655998317572,1.076807950703199e-05,1.581655998317572
1.1e-05,1.583762030153756,1.176807950703199e-05,1.590613086989487,1.176807950703199e-05,1.590613086989487,1.176807950703199e-05,1.590613086989487,1.176807950703199e-05,1.590613086989487,1.176807950703199e-05,1.590613086989487
1.1015625e-05,1.583904275952689,1.26666666666667e-05,1.597950232114052,1.276807950703199e-05,1.598746610863737,1.276807950703199e-05,1.598746610863737,1.276807950703199e-05,1.598746610863737,1.276807950703199e-05,1.598746610863737
1.10234375e-05,1.583975356903888,1.26822916666667e-05,1.598071792995266,1.376807950703199e-05,1.606196038196629,1.355070642018265e-05,1.604622403825898,1.376807950703199e-05,1.606196038196629,1.376807950703199e-05,1.606196038196629
1.10390625e-05,1.584117368083968,1.26901041666667e-05,1.598132542665716,1.4768079507032e-05,1.613067871133634,1.43333333333333e-05,1.610130169891054,1.4768079507032e-05,1.613067871133634,1.4768079507032e-05,1.613067871133634
1.103930664062501e-05,1.584119585408825,1.26940104166667e-05,1.598162905968614,1.5384039753516e-05,1.617044308175336,1.43489583333333e-05,1.610236331835362,1.5768079507032e-05,1.619445317911221,1.5768079507032e-05,1.619445317911221
1.103954450986581e-05,1.584121745725306,1.26949869791667e-05,1.598170495459933,1.6e-05,1.620847927716094,1.43567708333333e-05,1.610289389253993,1.6768079507032e-05,1.62539467424542,1.6768079507032e-05,1.62539467424542
1.103966344448621e-05,1.58412282586449,1.269694010416671e-05,1.598185672586072,1.6015625e-05,1.620942122487529,1.435708369904707e-05,1.610291513683194,1.76666666666667e-05,1.630418562545204,1.7768079507032e-05,1.630969653374946
1.103969317814131e-05,1.584123095897289,1.269714542150432e-05,1.598187267898526,1.601655549617079e-05,1.620947731618265,1.435724013190396e-05,1.610247784547117,1.76705729166667e-05,1.63043973410966,1.855070642018265e-05,1.635098251761685
1.103971025153044e-05,1.584123250952705,1.269755605617954e-05,1.598190458439034,1.601678812021348e-05,1.620949133878714,1.435725688559025e-05,1.610234012847117,1.76725260416667e-05,1.630450318949129,1.93333333333333e-05,1.639041838235097
1.103972016403207e-05,1.58412334097496,1.269776137351716e-05,1.598192053666973,1.601725336829887e-05,1.620951938341473,1.43572712957237e-05,1.610223358404713,1.767643229166671e-05,1.630471485235052,1.93372395833333e-05,1.639061055605698
1.103972679469924e-05,1.584121467699197,1.269786403218597e-05,1.59819285127035,1.601728756506702e-05,1.620952144472607,1.435728739301098e-05,1.610211956663196,1.767740885416671e-05,1.630476776073558,1.93391927083333e-05,1.639070663512319
1.103973230529171e-05,1.584114841904559,1.269787892790946e-05,1.598176357637467,1.601735595860331e-05,1.620952556733477,1.435730252781828e-05,1.610201389667512,1.767789713541671e-05,1.630479421378955,1.93396809895833e-05,1.639073065380828
1.103973698027602e-05,1.584109341871262,1.269789244351361e-05,1.598161651923932,1.601739015537146e-05,1.620952762863208,1.435732186373705e-05,1.610187946636126,1.767814127604171e-05,1.630480744002701,1.933971923515319e-05,1.639073253509857
1.103974105565565e-05,1.584104651602886,1.26979194747219e-05,1.59813711779684,1.601740053984175e-05,1.620952825458154,1.43573518875315e-05,1.610167101105488,1.767826334635421e-05,1.630481405307275,1.933974402497362e-05,1.639073375450195
1.103974920641491e-05,1.584095613142606,1.269793558099056e-05,1.598124952776584,1.601740776474706e-05,1.620948756439005,1.435740298316724e-05,1.610131645589737,1.767829386393234e-05,1.630481570632657,1.933975641988383e-05,1.639072333464219
1.103976550793342e-05,1.584079224299501,1.269795293615231e-05,1.598112599090267,1.601741508049613e-05,1.620940247425001,1.435750364299709e-05,1.610061845942771,1.767830416729152e-05,1.630472007012171,1.933976268315945e-05,1.639065017012815
1.103978303374599e-05,1.584064295834565,1.269796766040248e-05,1.598102305895554,1.601742278346453e-05,1.620931667217416,1.435755397291202e-05,1.610026970573287,1.767831420447301e-05,1.630460809992226,1.933976792017384e-05,1.639059087412787
1.103979857626856e-05,1.584052633880723,1.269798538474176e-05,1.598089975983031,1.601742831818268e-05,1.620925787858901,1.435756372610509e-05,1.610020476255163,1.767832985861649e-05,1.630445022998913,1.933977283122809e-05,1.639053706095779
1.103981387710264e-05,1.584041742545672,1.269801303330657e-05,1.598070773010118,1.601743938761896e-05,1.620914860031883,1.435756860270163e-05,1.61002047663631,1.767834102236245e-05,1.630435162454603,1.933978265333661e-05,1.639043549638638
1.103982828959944e-05,1.584031657989873,1.269805990047792e-05,1.59803824279938,1.601745747716114e-05,1.62089940160686,1.435757289257872e-05,1.610020476969631,1.767836009805786e-05,1.630420364904022,1.933979986480339e-05,1.639027919878286
1.103984638451227e-05,1.584019065085407,1.269814915972189e-05,1.597976326765427,1.601747082652618e-05,1.620889335095275,1.435757606628718e-05,1.610020477215745,1.767837817333031e-05,1.630407441640922,1.93398212875369e-05,1.639011452024177
1.103987386126257e-05,1.583999976668906,1.269819378934388e-05,1.597945387803988,1.60174852929128e-05,1.620878986412996,1.435758241370409e-05,1.610020477707714,1.767839223252688e-05,1.630397605574035,1.933983926197542e-05,1.638998674089821
1.103991901666908e-05,1.583968627228585,1.269821610415487e-05,1.597929923131576,1.601749972445756e-05,1.620868872750659,1.435759510853792e-05,1.610020478691396,1.767840861184276e-05,1.630386210893135,1.933985325467972e-05,1.63898890068616
1.104000435469958e-05,1.583909415229601,1.269822726156036e-05,1.597922192005593,1.601751726119236e-05,1.62085666726404,1.435762049820559e-05,1.610020480658362,1.767843433725921e-05,1.630368349249652,1.933987026239788e-05,1.638977076221893
1.104004702371484e-05,1.583879826443268,1.269823192939219e-05,1.597920146112649,1.601754265047257e-05,1.620839035744141,1.435767127754091e-05,1.610020484591201,1.767847743582925e-05,1.630338447728391,1.93398980326562e-05,1.638957800553304
1.104006835822246e-05,1.583865036414784,1.269823679184665e-05,1.59792014654634,1.60175833445211e-05,1.620810797312461,1.435777283621157e-05,1.61002049245291,1.767855643010098e-05,1.630283673461245,1.933994522244707e-05,1.638925067585418
1.104007902547627e-05,1.583857642501439,1.269824066282265e-05,1.59792014689063,1.601765801196469e-05,1.620759012436294,1.435797595355287e-05,1.610020508160794,1.767859592723685e-05,1.630256301379411,1.934003368867634e-05,1.638863742189857
1.104008563438064e-05,1.583853061968145,1.269824343171433e-05,1.597920147136688,1.601769534568648e-05,1.620733133394204,1.435838218823548e-05,1.610020539514897,1.767861416868544e-05,1.630243663181572,1.934007792179097e-05,1.638833098397091
1.104008893883282e-05,1.58385077180831,1.26982489694977e-05,1.597920147628684,1.601774382451653e-05,1.62069954220961,1.435919465760071e-05,1.61002060197835,1.767865065158262e-05,1.6302183932324,1.934010003834829e-05,1.638817781206767
1.104009197378513e-05,1.583848976482095,1.269826004506442e-05,1.597920148612532,1.601776806393156e-05,1.62068279413419,1.436081959633115e-05,1.61002072593975,1.767865741623999e-05,1.630213708622322,1.934011109662695e-05,1.638810123786778
1.104009422470193e-05,1.583848976716014,1.269828219619787e-05,1.597920150579922,1.601777109385844e-05,1.620682794344888,1.436406947379205e-05,1.610020970103713,1.767866209132609e-05,1.630212584522116,1.934011630670357e-05,1.638806516286868
1.104009606886041e-05,1.583848976907362,1.269832649846478e-05,1.597920154513684,1.601777488801063e-05,1.620682794607366,1.437056922871383e-05,1.610021444166109,1.767866642511323e-05,1.630212584791465,1.934011958356114e-05,1.638805375685022
1.104009774605561e-05,1.583848977081304,1.269841510299859e-05,1.59792016237731,1.601777970811323e-05,1.620682794940196,1.43835687385574e-05,1.610022340634196,1.767867102348986e-05,1.630212585076709,1.93401227093802e-05,1.63880537586122
1.104010110044601e-05,1.583848977429134,1.269859231206622e-05,1.597920178089137,1.601778934831843e-05,1.620682795605416,1.440956775824454e-05,1.610023961047876,1.767867452943905e-05,1.630212585294037,1.934012521502048e-05,1.638805376002232
1.104010780922679e-05,1.583848978124725,1.269894673020146e-05,1.597920209451397,1.601780862872883e-05,1.620682796935414,1.446156579761882e-05,1.610026693514127,1.767868154133744e-05,1.630212585728607,1.934012750246798e-05,1.638805376130903
1.104012122678837e-05,1.58384897951576,1.269965556647196e-05,1.597920271932115,1.601784718954963e-05,1.620682799594701,1.453866979961373e-05,1.610029901702266,1.767869556513421e-05,1.630212586597639,1.934013207736299e-05,1.638805376388205
1.104014806191152e-05,1.583848982297325,1.270107323901295e-05,1.59792039593166,1.601792431119122e-05,1.620682804911287,1.463042334139787e-05,1.610032863529407,1.767872361272775e-05,1.630212588335465,1.934014122715301e-05,1.638805376902766
1.104020173215783e-05,1.583848987858519,1.270390858409494e-05,1.597920640185549,1.60180785544744e-05,1.620682815537192,1.474169734286939e-05,1.610035669977115,1.767877970791484e-05,1.630212591810316,1.934015952673304e-05,1.638805377931797
1.104030907265045e-05,1.583848998973225,1.27095792742589e-05,1.597921114476988,1.601838704104077e-05,1.620682836760544,1.485621740134928e-05,1.610037970164428,1.767889189828902e-05,1.630212598756942,1.93401961258931e-05,1.638805379989574
1.104052375363567e-05,1.583849021172036,1.272092065458684e-05,1.597922011564816,1.601900401417351e-05,1.620682879094381,1.499030414316649e-05,1.610040169756945,1.767911627903738e-05,1.630212612638015,1.934026932421323e-05,1.638805384104042
1.104095311560613e-05,1.583849065447879,1.27436034152427e-05,1.597923633665667,1.602023796043899e-05,1.620682963315134,1.515498737901805e-05,1.610042388793528,1.767956504053409e-05,1.630212640351666,1.934041572085348e-05,1.638805392328687
1.104181183954704e-05,1.583849153517163,1.278896893655444e-05,1.597926370418388,1.602270585296995e-05,1.620683130002041,1.53333333333333e-05,1.610044377360099,1.768046256352752e-05,1.630212695586247,1.934070851413399e-05,1.638805408760876
1.104352928742887e-05,1.583849327762744,1.285630403833884e-05,1.597929588560555,1.602764163803186e-05,1.620683456607943,1.548729453991388e-05,1.610045729778863,1.768225760951437e-05,1.630212805293946,1.9341294100695e-05,1.638805441557132
1.104696418319253e-05,1.583849668960702,1.293641275759419e-05,1.597932560177452,1.60375132081557e-05,1.620684084575583,1.550943053798406e-05,1.6100459216244,1.768584770148807e-05,1.630213021736141,1.934246527381702e-05,1.638805506879165
1.105383397471983e-05,1.58385032421302,1.303353509124625e-05,1.597935376250759,1.605725634840336e-05,1.620685251858496,1.555370253412441e-05,1.610046297318604,1.769302788543548e-05,1.630213443274116,1.934480762006107e-05,1.638805636456882
1.106757355777445e-05,1.583851539758358,1.315263355740893e-05,1.597938093571742,1.609674262889869e-05,1.620687304605642,1.564224652640512e-05,1.610047014608128,1.77073882533303e-05,1.630214244852038,1.934949231254917e-05,1.638805891466859
1.109505272388369e-05,1.583853670769452,1.327736863562331e-05,1.597940370386956,1.617571518988934e-05,1.620690635281735,1.581933451096654e-05,1.610048328889795,1.773610898911993e-05,1.630215707093617,1.935886169752537e-05,1.638806385797487
1.114859509417951e-05,1.583857034150366,1.342427234928951e-05,1.597942563658654,1.626967220308741e-05,1.620693699137252,1.612153012351249e-05,1.610050278481002,1.77935504606992e-05,1.630218206091898,1.937760046747777e-05,1.638807317928432
1.121193661370128e-05,1.583860113904281,1.354546950797811e-05,1.597944085163223,1.638214197417812e-05,1.620696551856626,1.651396722267829e-05,1.610052398149641,1.788696852245182e-05,1.630221448062593,1.941507800738257e-05,1.638808994934012
1.128780883050461e-05,1.583862988304904,1.36666666666667e-05,1.597945416472961,1.64968342124555e-05,1.6206988626501,1.699511355607443e-05,1.610054543205125,1.79979521812026e-05,1.630224430295494,1.949003308719216e-05,1.6388118037
1.138063699075593e-05,1.583865750193062,1.38042445102241e-05,1.59794666898224,1.663084177395345e-05,1.620701065515442,1.758498954313124e-05,1.610056699554403,1.810608072927287e-05,1.630226730636218,1.959717532645813e-05,1.638814968095344
1.149491850377722e-05,1.583868435694277,1.382359985889225e-05,1.597946843024183,1.679533507795569e-05,1.620703285458093,1.830176292257637e-05,1.610058838888909,1.823331644181126e-05,1.630228940404578,1.96975206024936e-05,1.638817306697146
1.161552290624702e-05,1.583870708380516,1.386231055622855e-05,1.597947184522052,1.689766753897784e-05,1.620704459333035,1.916993203958641e-05,1.610060949222579,1.839006442413102e-05,1.630231174404171,1.981332455964436e-05,1.638819510342377
1.175784618753331e-05,1.583872904004662,1.393973195090115e-05,1.597947839236181,1.7e-05,1.620705514687569,2.016993203958641e-05,1.610062931995736,1.852836554539886e-05,1.630232822941627,1.995740143239569e-05,1.63882176142791
1.187892309376666e-05,1.583874472911501,1.409457474024635e-05,1.597949047626167,1.71332831640977e-05,1.620706681522698,2.116993203958641e-05,1.610064573722696,1.86666666666667e-05,1.630234251218833,2.013076761343507e-05,1.638823983732416
1.2e-05,1.583875841264865,1.437449311036488e-05,1.597950959125439,1.715153683033859e-05,1.620706839518234,2.216993203958641e-05,1.610065967065158,1.881636772798458e-05,1.630235521699918,2.03333333333333e-05,1.638826120991817
1.213468592912618e-05,1.583877099874435,1.474329253653812e-05,1.597953074018099,1.718804416282037e-05,1.620707150049931,2.316993203958641e-05,1.610067173494005,1.88368691723492e-05,1.630235693565868,2.050096570054607e-05,1.638827498552074
1.215396133175332e-05,1.583877277740852,1.519547880981379e-05,1.597955217669212,1.726105882778394e-05,1.620707747513046,2.416993203958641e-05,1.610068234651905,1.887787206107845e-05,1.630236030843212,2.052411567733023e-05,1.638827686300632
1.21925121370076e-05,1.583877626611071,1.575065170620844e-05,1.597957378294001,1.740708815771106e-05,1.620708857182303,2.516993203958641e-05,1.610069179670501,1.895987783853695e-05,1.630236677639011,2.057041563089855e-05,1.638828054106045
1.226961374751617e-05,1.58387829493801,1.642576333475184e-05,1.597959525401799,1.76866944277771e-05,1.620710726714269,2.616993203958641e-05,1.610070029630997,1.912388939345395e-05,1.630237871947944,2.06630155380352e-05,1.638828756825929
1.242381696853329e-05,1.583879526775448,1.724317293403671e-05,1.597961644409015,1.806056947959998e-05,1.620712830419894,2.716993203958641e-05,1.610070800272906,1.94224983467857e-05,1.630239774906514,2.084821535230849e-05,1.638830045936375
1.269903674202153e-05,1.583881448462607,1.823453444615473e-05,1.597963734882575,1.851934609088932e-05,1.620714965658894,2.816993203958641e-05,1.610071503670687,1.98167259131036e-05,1.630241883627946,2.116816735885971e-05,1.638831983398258
1.306043698282936e-05,1.58388356698852,1.923453444615473e-05,1.597965467806581,1.908365903285339e-05,1.620717122000587,2.916993203958641e-05,1.610072149302398,2.030028727826939e-05,1.630244020239328,2.158503981184153e-05,1.638834096454772
1.350344950421545e-05,1.58388571407132,2.023453444615473e-05,1.597966928530706,1.977073209621649e-05,1.620719266784708,3.016993203958641e-05,1.61007274475335,2.089434318549465e-05,1.630246173081307,2.209631609066499e-05,1.638836234209562
1.404706990485665e-05,1.583887877526619,2.123453444615473e-05,1.59796818654234,2.060278389487408e-05,1.620721382737386,3.116993203958641e-05,1.610073296194338,2.161714988209031e-05,1.630248311326978,2.272358236782522e-05,1.638838383033687
1.470786786515045e-05,1.58389002736927,2.223453444615473e-05,1.597969288478695,2.160278389487408e-05,1.620723451419926,3.216993203958641e-05,1.610073808716247,2.249270979840581e-05,1.630250419884135,2.348625519402072e-05,1.638840514056173
1.550781098032338e-05,1.583892149670154,2.323453444615473e-05,1.597970266620117,2.260278389487408e-05,1.620725153736163,3.316993203958641e-05,1.610074286570253,2.349270979840581e-05,1.630252384502918,2.441037849683483e-05,1.638842614510489
1.647782101576577e-05,1.583894244106595,2.423453444615473e-05,1.597971144090375,2.360278389487408e-05,1.620726591253105,3.41699320395864e-05,1.610074733344158,2.449270979840581e-05,1.630254012535564,2.541037849683484e-05,1.638844474060686
1.747782101576577e-05,1.583896017037104,2.523453444615473e-05,1.597971938000367,2.460278389487408e-05,1.620727831038923,3.51699320395864e-05,1.610075152094382,2.549270979840581e-05,1.630255395154418,2.641037849683484e-05,1.638846026130633
1.847782101576578e-05,1.583897507677178,2.623453444615473e-05,1.597972661377427,2.560278389487408e-05,1.62072891818949,3.61699320395864e-05,1.610075545446477,2.649270979840581e-05,1.630256592873992,2.741037849683484e-05,1.638847351979794
1.947782101576578e-05,1.58389878877546,2.723453444615473e-05,1.597973324382795,2.660278389487408e-05,1.620729884000979,3.71699320395864e-05,1.610075915672802,2.749270979840581e-05,1.630257646733732,2.841037849683484e-05,1.638848505807141
2.047782101576578e-05,1.583899909091152,2.823453444615473e-05,1.597973935105212,2.760278389487408e-05,1.620730750953689,3.816993203958639e-05,1.610076264753378,2.849270979840581e-05,1.63025858547861,2.941037849683484e-05,1.638849524691596
2.147782101576578e-05,1.583900902269451,2.923453444615473e-05,1.597974500095294,2.860278389487408e-05,1.620731535724179,3.916993203958639e-05,1.610076594424121,2.949270979840581e-05,1.630259429934308,3.041037849683484e-05,1.638850434853648
2.247782101576578e-05,1.583901792326805,3.023453444615473e-05,1.597975024736322,2.960278389487408e-05,1.620732251036755,4.016993203958639e-05,1.610076906215481,3.049270979840581e-05,1.630260195665517,3.141037849683484e-05,1.638851255461083
2.347782101576578e-05,1.583902596974696,3.123453444615473e-05,1.597975513508503,3.060278389487408e-05,1.620732906834597,4.116993203958638e-05,1.610077201483709,3.149270979840581e-05,1.630260894622979,3.241037849683484e-05,1.638852000952192
2.447782101576578e-05,1.583903329657415,3.223453444615473e-05,1.597975970181751,3.160278389487408e-05,1.620733511045199,4.216993203958638e-05,1.610077481436382,3.249270979840581e-05,1.630261536194497,3.341037849683483e-05,1.638852682486693
2.547782101576578e-05,1.583904000834552,3.323453444615472e-05,1.597976397959216,3.260278389487408e-05,1.620734070097084,4.316993203958638e-05,1.610077747153396,3.349270979840581e-05,1.630262127897769,3.441037849683483e-05,1.638853308880048
2.647782101576578e-05,1.583904618814224,3.423453444615472e-05,1.597976799586055,3.360278389487408e-05,1.6207345892792,4.416993203958638e-05,1.610077999604383,3.44927097984058e-05,1.630262675851787,3.541037849683483e-05,1.638853887224918
2.747782101576578e-05,1.583905190312238,3.523453444615472e-05,1.597977177433141,3.460278389487407e-05,1.620735072997579,4.516993203958637e-05,1.610078239663246,3.54927097984058e-05,1.630263185106968,3.641037849683482e-05,1.638854423317519
2.847782101576578e-05,1.583905720838839,3.623453444615472e-05,1.597977533562401,3.560278389487407e-05,1.620735524962928,4.616993203958637e-05,1.610078468120369,3.64927097984058e-05,1.630263659882343,3.741037849683482e-05,1.638854921958405
2.947782101576578e-05,1.583906214973562,3.723453444615471e-05,1.597977869778418,3.660278389487407e-05,1.6207359483305,4.716993203958637e-05,1.610078685692944,3.749270979840579e-05,1.630264103739807,3.841037849683482e-05,1.638855387169962
3.047782101576578e-05,1.583906676565237,3.823453444615471e-05,1.597978187669667,3.760278389487406e-05,1.620736345806249,4.816993203958636e-05,1.610078893033741,3.849270979840579e-05,1.630264519714637,3.941037849683482e-05,1.638855822357077
3.147782101576578e-05,1.583907108880561,3.923453444615471e-05,1.597978488641769,3.860278389487406e-05,1.620736719728627,4.916993203958636e-05,1.610079090738606,3.949270979840579e-05,1.630264910414927,4.041037849683481e-05,1.638856230428072
3.247782101576578e-05,1.58390751471647,4.023453444615471e-05,1.597978773944579,3.960278389487406e-05,1.620737072132489,5.016993203958636e-05,1.610079279352894,4.049270979840579e-05,1.630265278098488,4.141037849683481e-05,1.63885661388723
3.347782101576577e-05,1.583907896486489,4.12345344461547e-05,1.597979044694417,4.060278389487406e-05,1.620737404799629,5.116993203958636e-05,1.610079459377022,4.149270979840578e-05,1.630265624733097,4.241037849683481e-05,1.638856974906611
3.447782101576577e-05,1.583908256288004,4.22345344461547e-05,1.597979301892467,4.160278389487405e-05,1.620737719299177,5.216993203958635e-05,1.610079631271271,4.249270979840578e-05,1.630265952044283,4.341037849683481e-05,1.638857315382522
3.547782101576577e-05,1.583908595955339,4.32345344461547e-05,1.597979546440103,4.260278389487405e-05,1.620738017020231,5.316993203958635e-05,1.610079795459974,4.349270979840578e-05,1.630266261553621,4.44103784968348e-05,1.638857636980434
3.647782101576577e-05,1.583908917102107,4.423453444615469e-05,1.597979779151742,4.360278389487405e-05,1.620738299198429,5.416993203958635e-05,1.610079952335157,4.449270979840577e-05,1.630266554609729,4.54103784968348e-05,1.638857941171075
3.747782101576576e-05,1.58390922115533,4.523453444615469e-05,1.597980000765693,4.460278389487405e-05,1.620738566937794,5.516993203958634e-05,1.610080102259743,4.549270979840577e-05,1.63026683241357,4.64103784968348e-05,1.638858229259714
3.847782101576576e-05,1.583909509383199,4.623453444615469e-05,1.597980211953362,4.560278389487404e-05,1.620738821228809,5.616993203958634e-05,1.610080245570362,4.649270979840577e-05,1.630267096039285,4.741037849683479e-05,1.638858502410132
3.947782101576576e-05,1.583909782917846,4.723453444615469e-05,1.5979804133271,4.660278389487404e-05,1.620739062963493,5.716993203958634e-05,1.610080382579829,4.749270979840577e-05,1.630267346451466,4.841037849683479e-05,1.638858761664388
4.047782101576575e-05,1.583910042774159,4.823453444615468e-05,1.597980605446938,4.760278389487404e-05,1.62073929294804,5.816993203958634e-05,1.61008051357934,4.849270979840576e-05,1.630267584519582,4.941037849683479e-05,1.638859007959244
4.147782101576575e-05,1.583910289865455,4.923453444615468e-05,1.597980788826381,4.860278389487403e-05,1.620739511913506,5.916993203958633e-05,1.610080638840419,4.949270979840576e-05,1.630267811030099,5.041037849683479e-05,1.638859242139905
4.247782101576575e-05,1.583910525016611,5.023453444615468e-05,1.597980963937431,4.960278389487403e-05,1.620739720524865,6.016993203958633e-05,1.610080758616648,5.049270979840576e-05,1.630268026696731,5.141037849683478e-05,1.638859464971587
4.347782101576575e-05,1.583910748975134,5.123453444615467e-05,1.597981131214936,5.060278389487403e-05,1.620739919388749,6.116993203958633e-05,1.610080873145216,5.149270979840576e-05,1.630268232169149,5.241037849683478e-05,1.63885967714931
4.447782101576574e-05,1.583910962420554,5.223453444615467e-05,1.597981291060396,5.160278389487403e-05,1.620740109060081,6.216993203958633e-05,1.610080982648299,5.249270979840575e-05,1.630268428040427,5.341037849683478e-05,1.638859879306233
4.547782101576574e-05,1.583911165972427,5.323453444615467e-05,1.597981443845283,5.260278389487402e-05,1.620740290047793,6.316993203958633e-05,1.610081087334303,5.349270979840575e-05,1.630268614853432,5.441037849683477e-05,1.63886007202079
4.647782101576574e-05,1.583911360197196,5.423453444615467e-05,1.597981589913966,5.360278389487402e-05,1.620740462819769,6.416993203958633e-05,1.610081187398975,5.449270979840575e-05,1.630268793106339,5.541037849683477e-05,1.638860255822823
4.747782101576573e-05,1.583911545614095,5.523453444615466e-05,1.597981729586286,5.460278389487402e-05,1.620740627807153,6.516993203958632e-05,1.610081283026414,5.549270979840574e-05,1.630268963257405,5.641037849683477e-05,1.638860431198874
4.847782101576573e-05,1.583911722700255,5.623453444615466e-05,1.597981863159825,5.560278389487401e-05,1.620740785408089,6.616993203958632e-05,1.610081374389968,5.649270979840574e-05,1.630269125729128,5.741037849683477e-05,1.638860598596786
4.947782101576573e-05,1.583911891895139,5.723453444615466e-05,1.597981990911931,5.660278389487401e-05,1.62074093599101,6.716993203958632e-05,1.610081461653058,5.749270979840574e-05,1.630269280911866,5.841037849683476e-05,1.638860758429697
5.047782101576573e-05,1.583912053604402,5.823453444615465e-05,1.597982113101508,5.760278389487401e-05,1.620741079897521,6.816993203958632e-05,1.610081544969925,5.849270979840574e-05,1.630269429167027,5.941037849683476e-05,1.638860911079535
5.147782101576572e-05,1.583912208203277,5.923453444615465e-05,1.597982229970613,5.860278389487401e-05,1.620741217444943,6.916993203958631e-05,1.6100816244863,5.949270979840573e-05,1.630269570829852,6.041037849683476e-05,1.638861056900091
5.247782101576572e-05,1.583912356039541,6.023453444615465e-05,1.597982341745893,5.9602783894874e-05,1.62074134892856,7.016993203958631e-05,1.610081700340018,6.049270979840573e-05,1.630269706211886,6.141037849683476e-05,1.638861196219708
5.347782101576572e-05,1.583912497436126,6.123453444615465e-05,1.597982448639858,6.0602783894874e-05,1.620741474623612,7.116993203958631e-05,1.610081772661583,6.149270979840573e-05,1.630269835603163,6.241037849683475e-05,1.638861329343669
5.447782101576572e-05,1.583912632693437,6.223453444615465e-05,1.597982550852035,6.1602783894874e-05,1.620741594787072,7.21699320395863e-05,1.610081841574674,6.249270979840573e-05,1.630269959274133,6.341037849683475e-05,1.638861456556306
5.547782101576571e-05,1.583912762091394,6.323453444615465e-05,1.597982648570007,6.2602783894874e-05,1.620741709659222,7.31699320395863e-05,1.61008190719661,6.349270979840573e-05,1.630270077477392,6.441037849683475e-05,1.638861578122873
5.647782101576571e-05,1.583912885891253,6.423453444615464e-05,1.597982741970342,6.3602783894874e-05,1.620741819465069,7.41699320395863e-05,1.610081969638786,6.449270979840573e-05,1.630270190449217,6.541037849683474e-05,1.638861694291216
5.747782101576571e-05,1.583913004337233,6.523453444615464e-05,1.597982831219441,6.4602783894874e-05,1.620741924415617,7.51699320395863e-05,1.610082029007059,6.549270979840572e-05,1.630270298410944,6.641037849683474e-05,1.638861805293262
5.84778210157657e-05,1.583913117657959,6.623453444615464e-05,1.597982916474304,6.560278389487399e-05,1.620742024708998,7.616993203958629e-05,1.610082085402108,6.649270979840572e-05,1.630270401570197,6.741037849683474e-05,1.638861911346354
5.94778210157657e-05,1.583913226067766,6.723453444615464e-05,1.597982997883223,6.660278389487399e-05,1.620742120531501,7.716993203958629e-05,1.610082138919773,6.749270979840572e-05,1.630270500122,6.841037849683474e-05,1.638862012654446
6.04778210157657e-05,1.583913329767866,6.823453444615463e-05,1.597983075586415,6.760278389487399e-05,1.620742212058496,7.816993203958629e-05,1.61008218965135,6.849270979840571e-05,1.630270594249776,6.941037849683473e-05,1.638862109409184
6.14778210157657e-05,1.583913428947391,6.923453444615463e-05,1.597983149716597,6.860278389487398e-05,1.620742299455272,7.916993203958628e-05,1.610082237683884,6.949270979840571e-05,1.630270684126246,7.041037849683473e-05,1.638862201790871
6.24778210157657e-05,1.583913523784347,7.023453444615463e-05,1.59798322039951,6.960278389487398e-05,1.620742382877792,8.016993203958628e-05,1.610082283100419,7.049270979840571e-05,1.630270769914248,7.141037849683473e-05,1.638862289969351
6.34778210157657e-05,1.583913614446465,7.123453444615463e-05,1.597983287754401,7.060278389487398e-05,1.620742462473384,8.116993203958628e-05,1.610082325980246,7.149270979840571e-05,1.630270851767476,7.241037849683472e-05,1.638862374104795
