VT("/Vin") X,VT("/Vin") Y
0,0
0.003,0
0.009000000000000001,0
0.021,0
0.04500000000000001,0
0.07500000000000001,0
0.105,0
0.135,0
0.165,0
0.195,0
0.225,0
0.255,0
0.2775,0
0.3,0
0.3000000035069514,2.04104562521179e-07
0.3000000061232732,3.563744650660894e-07
0.3000000113559168,6.609142304176974e-07
0.3000000218212038,1.269993601780373e-06
0.300000042751778,2.48815170714356e-06
0.3000000755071812,4.394512414137131e-06
0.300000126262407,7.348456622048749e-06
0.3000002140624689,1.245839123982262e-05
0.3000003665918677,2.133551634244468e-05
0.3000005531616238,3.219370969791191e-05
0.3000006422027064,3.737579746712538e-05
0.3000007356916367,4.281672825662053e-05
0.3000008112191445,4.721231587959762e-05
0.300000870323552,5.065209599457998e-05
0.3000009267426165,5.393558720145908e-05
0.3000009887114036,5.754205547832281e-05
0.300001050009146,6.110946286712049e-05
0.3000011180661584,6.507023786294197e-05
0.3000011778149242,6.854748297878599e-05
0.3000012372081486,7.200402950851892e-05
0.3000013024658472,7.580186680783729e-05
0.3000013782125329,8.0210126959257e-05
0.300001472544659,8.569999585124655e-05
0.3000015973731585,9.296464281712823e-05
0.3000017749745647,0.0001033004637049697
0.3000020569945834,0.0001197129805604054
0.3000026183005355,0.0001523784415265688
0.3000037409124396,0.0002177075299557882
0.3000056829521257,0.0003307164886251355
0.3000095670314978,0.0005567124603594562
0.300017335190242,0.001008616634668627
0.3000328715077306,0.001912074012688668
0.3000639441427076,0.003717585734235407
0.3001260894126617,0.007323003815979228
0.3002503799525698,0.01451147264191197
0.3004989610323861,0.02879937212927969
0.3009961231920187,0.05702244127110426
0.3019904475112838,0.1120846216826569
0.3037386575081855,0.204577732595748
0.3042633419862747,0.231302032235159
0.3053127109424532,0.2833686725067718
0.3074114488548101,0.3821942159037415
0.3080200042224949,0.409580552787836
0.3092371149578643,0.4627144495939123
0.309845670325549,0.488483874252278
0.3110627810609185,0.5384807013688238
0.3116713364286032,0.5627286776510719
0.3128884471639727,0.609773650295275
0.3134970025316574,0.6325900057855244
0.3147141132670269,0.6768574039133025
0.3153226686347116,0.6983266627000061
0.316539779370081,0.7399804766329741
0.3171483347377658,0.7601821724317368
0.3183654454731352,0.7993767103658189
0.3189740008408199,0.8183856811551831
0.3201911115761894,0.8552661408014084
0.3207996669438741,0.8731528060630953
0.3220167776792436,0.9078558125382429
0.3226253330469283,0.9246864341288999
0.3238424437822978,0.9573405460886292
0.3244509991499825,0.9731774737094894
0.3256681098853519,1.00390365959895
0.3262766652530367,1.018805561772759
0.3274937759884061,1.047717647958964
0.3281023313560908,1.061739729369834
0.3293194420914603,1.088944821815925
0.329927997459145,1.102139027817267
0.3311451081945145,1.127737908860777
0.3317536635621992,1.140153117908907
0.3329707742975687,1.164240619613902
0.3335793296652534,1.17592282434021
0.3347964404006228,1.19858817980641
0.3354049957683076,1.209580657398879
0.336622106503677,1.230907831329195
0.3390563279744159,1.271052088865327
0.3402734387097854,1.289935257133444
0.3408819940774701,1.299093410614497
0.3420991048128396,1.316861700840968
0.3445333262835785,1.35030705188273
0.3457348219197454,1.365841347408657
0.3463355697378289,1.373378281641627
0.3475370653739958,1.38800683623149
0.3499400566463295,1.415563607781195
0.3511415522824964,1.428536031458877
0.3517423001005799,1.434829995928506
0.3529437957367468,1.447046050889934
0.3553467870090806,1.470058238030009
0.3565482826452475,1.480891286480284
0.3589512739175812,1.501298213186357
0.3601527695537481,1.510904828341295
0.3625557608260819,1.529001441890114
0.3637572564622488,1.537520470966618
0.3661602477345826,1.553568327003551
0.3673617433707495,1.561122898019027
0.3697647346430833,1.575353940898259
0.3709662302792502,1.58205324227584
0.373369221551584,1.59467315741992
0.3745707171877509,1.600614016120661
0.3769737084600847,1.611805202852045
0.3781752040962515,1.617073483843295
0.3805781953685853,1.626997691655059
0.3817796910047522,1.631669538941936
0.384182682277086,1.640470205310489
0.3853841779132529,1.644613142467437
0.3877871691855867,1.65241746599629
0.3889886648217536,1.656091372105044
0.3913916560940874,1.66301215096341
0.3925931517302543,1.666270126062864
0.3949961430025881,1.672407388290567
0.396197638638755,1.675296520847158
0.3986006299110887,1.680738970089133
0.3998021255472556,1.683301017580213
0.4022051168195894,1.688127315146214
0.4034066124557563,1.690399307593072
0.4058096037280901,1.694679209372576
0.407011099364257,1.696693984546165
0.4094140906365908,1.700489349210631
0.4106155862727577,1.702276027245464
0.4130185775450915,1.705641710309796
0.417824560089759,1.711615791626343
0.4195036292418908,1.713487376531539
0.4228617675461542,1.716930471793833
0.4244306612860404,1.718411637731432
0.4275684487658127,1.721151407505642
0.4291373425056989,1.722417506099981
0.4322751299854712,1.724759457512638
0.4338440237253574,1.725841716839494
0.4369818112051297,1.727843613667057
0.4432573861646744,1.731270732056388
0.4455744250835609,1.732365519701983
0.450208502921334,1.734317025173488
0.4519708876792303,1.734983584479672
0.4554956571950231,1.736204783412176
0.4625451962266085,1.738256068310517
0.4650916084807547,1.738886252920626
0.4701844329890471,1.739996946217912
0.4773773879319115,1.741276721581546
0.4796644391965444,1.741623417815892
0.4842385417258102,1.74224233402921
0.4905585385621542,1.742956124767974
0.4952792692810771,1.743399317890666
0.5,1.743777981382861
0.5000006500918203,1.743740194598875
0.500001155904382,1.743710794656896
0.5000021675295054,1.743651996260004
0.5000035129301846,1.743573800994081
0.5000041856305242,1.743534704676153
0.500004353805609,1.743524930733652
0.5000044315080858,1.743520414865985
0.5000044973746129,1.743516586882364
0.5000045482335278,1.743513631106148
0.5000046499513575,1.743507719568749
0.5000048533870169,1.743495896554081
0.5000052602583358,1.743472250765266
0.5000060740009735,1.743424960149704
0.500007701486249,1.743330382766733
0.5000109564567998,1.743141243392426
0.5000174663979016,1.742763026202554
0.500030486280105,1.742006837995455
0.500056526044512,1.740495445773412
0.5001086055733259,1.737476594113802
0.5002127646309538,1.73145459011111
0.5004210827462094,1.71947312562775
0.5008377189767208,1.695758353955275
0.5016709914377435,1.649305513728872
0.503337536359789,1.560182499280031
0.504872200730252,1.482377654667315
0.50657214571412,1.400714536068132
0.5082827685091746,1.323079176454734
0.5100633606207298,1.24683539739709
0.5118906426084476,1.17315800182705
0.5137781510001667,1.101620539184294
0.5157250277060501,1.032400241649741
0.5177370852247223,0.9654295366025326
0.5198179572468719,0.9007346581857012
0.5219728377392094,0.8383044730365271
0.5242070010416177,0.7781421794298665
0.5265265250244608,0.7202452588490529
0.5289381178976982,0.6646132962989413
0.5314493456504817,0.6112449447635362
0.5340687250952756,0.5601390868522165
0.5368059139938063,0.5112943707369206
0.5396719128999694,0.4647093681469396
0.5426793291695965,0.4203824896352188
0.5454189301662794,0.3836938439601445
0.5487857246351818,0.3429615943045912
0.551841511143466,0.3097479557044427
0.5548564188228546,0.280132301804241
0.5580550368243949,0.251801580391239
0.5613851533127726,0.2253461163252062
0.5648580177562152,0.2007128675107699
0.5685195901199737,0.1776513558855097
0.5723904539974245,0.1561464203234455
0.5764922330673351,0.1361923452510432
0.5808561243416488,0.1177548766576439
0.5855168796885202,0.1008109152341767
0.5905148425121503,0.08534039233282598
0.5958994241396564,0.07131893219035357
0.6017311464331586,0.05871945351706631
0.6080849661934101,0.04751175174814626
0.6150554139633596,0.03766114124475872
0.6227637668610656,0.02912752868957114
0.6313686808360286,0.02186425833821382
0.6410825795668262,0.01581654651576314
0.6521977141812765,0.01091952152250331
0.665129397070289,0.007095750306289839
0.6804914680625704,0.004252159720365523
0.6992362972230378,0.002276409417328429
0.7229348236096095,0.001033187315363282
0.7529348236096095,0.0003800883722013815
0.7829348236096095,0.0001398266979610874
0.8129348236096096,5.143936750684475e-05
0.8429348236096096,1.892348577259284e-05
0.8729348236096096,6.961561370921743e-06
0.9029348236096096,2.561015306712378e-06
0.9329348236096097,9.421448798896392e-07
0.9629348236096097,3.465957321147073e-07
0.9929348236096097,1.275054442029244e-07
1.02293482360961,4.690663168993581e-08
1.05293482360961,1.725598530732952e-08
1.08293482360961,6.3481224721329e-09
1.11293482360961,2.335343696202585e-09
1.14293482360961,8.591247713241046e-10
1.17293482360961,3.160542938474009e-10
1.20293482360961,1.162698826107089e-10
1.23293482360961,4.277356246973341e-11
1.26293482360961,1.573563501722219e-11
1.29293482360961,5.788924895000491e-12
1.32293482360961,2.129629805835975e-12
1.35293482360961,7.835954107804355e-13
1.38293482360961,2.882138971926906e-13
1.41293482360961,1.059152765492399e-13
1.44293482360961,3.885780586188048e-14
1.47293482360961,1.443289932012704e-14
1.50293482360961,5.329070518200751e-15
1.53293482360961,1.998401444325282e-15
1.56293482360961,6.661338147750939e-16
1.59293482360961,2.220446049250313e-16
1.62293482360961,0
1.65293482360961,0
1.68293482360961,0
1.71293482360961,0
1.74293482360961,0
1.77293482360961,0
1.80293482360961,0
1.83293482360961,0
1.86293482360961,0
1.89293482360961,0
1.92293482360961,0
1.95293482360961,0
1.98293482360961,0
2.01293482360961,0
2.04293482360961,0
2.07293482360961,0
2.10293482360961,0
2.13293482360961,0
2.162934823609609,0
2.192934823609609,0
2.222934823609609,0
2.252934823609609,0
2.282934823609609,0
2.312934823609608,0
2.342934823609608,0
2.372934823609608,0
2.402934823609608,0
2.432934823609608,0
2.462934823609607,0
2.492934823609607,0
2.522934823609607,0
2.552934823609607,0
2.582934823609607,0
2.612934823609606,0
2.642934823609606,0
2.672934823609606,0
2.702934823609606,0
2.732934823609606,0
2.762934823609605,0
2.792934823609605,0
2.822934823609605,0
2.852934823609605,0
2.882934823609605,0
2.912934823609604,0
2.942934823609604,0
2.972934823609604,0
3,0
