(ymax(VT("/Vin")) - VT("/Vpeak")) X,(ymax(VT("/Vin")) - VT("/Vpeak")) Y
0.4058096037280901,0.04934993975084856
0.407011099364257,0.04733525750807122
0.4094140906365908,0.04354004105058928
0.4106155862727577,0.04175342864239773
0.4130185775450915,0.03838784238829507
0.417824560089759,0.03241384987689355
0.4195036292418908,0.03054229634509986
0.4228617675461542,0.02709918651431109
0.4244306612860404,0.02561800649195423
0.4275684487658127,0.02287816432976042
0.4291373425056989,0.02161202527371753
0.4322751299854712,0.01926995382832275
0.4338440237253574,0.01818763210691721
0.4369818112051297,0.01618557473964399
0.4432573861646744,0.0127580410963779
0.4455744250835609,0.01166312546089654
0.450208502921334,0.009711264445529721
0.4519708876792303,0.00904457717681928
0.4554956571950231,0.00782307659887449
0.4625451962266085,0.005771106098183099
0.4650916084807547,0.005140718322960591
0.4701844329890471,0.004029512067074803
0.4773773879319115,0.002748943766753387
0.4796644391965444,0.002402055042389994
0.4842385417258102,0.001782638243275292
0.4905585385621542,0.00106810831368942
0.4952792692810771,0.0006243852694691743
0.5,0.0002451818081070645
0.5000006500918203,0.0002461666365185522
0.500001155904382,0.0002468705270108895
0.5000021675295054,0.0002482724508354739
0.5000035129301846,0.0002501369210761162
0.5000041856305242,0.0002510695569253318
0.500004353805609,0.0002512601668911429
0.5000044315080858,0.0002512603252451395
0.5000044973746129,0.0002512604612388003
0.5000045482335278,0.0002512605666813439
0.5000046499513575,0.0002512607777935827
0.5000048533870169,0.0002512612002003589
0.5000052602583358,0.0002512620451593506
0.5000060740009735,0.0002512637351945735
0.500007701486249,0.0002512671153585
0.5000109564567998,0.0002512738757616262
0.5000174663979016,0.0002512873966284968
0.500030486280105,0.0002513144384104216
0.500056526044512,0.0002513685220124628
0.5001086055733259,0.000251476689244523
0.5002127646309538,0.0002516930237252968
0.5004210827462094,0.0002521256926728555
0.5008377189767208,0.0002529910304489569
0.5016709914377435,0.0002547217054709172
0.503337536359789,0.0002581830533523455
0.504872200730252,0.0002613704879872447
0.50657214571412,0.0002649012007758245
0.5082827685091746,0.0002684540878767905
0.5100633606207298,0.000272152294878536
0.5118906426084476,0.0002759474711429011
0.5137781510001667,0.0002798677310766884
0.5157250277060501,0.0002839112921169118
0.5177370852247223,0.0002880902261390705
0.5198179572468719,0.0002924120796987673
0.5219728377392094,0.000296887639906096
0.5242070010416177,0.0003015278607376715
0.5265265250244608,0.0003063453649838621
0.5289381178976982,0.0003113540845263163
0.5314493456504817,0.0003165697327014438
0.5340687250952756,0.0003220099975282942
0.5368059139938063,0.0003276949365647042
0.5396719128999694,0.0003336473960888764
0.5426793291695965,0.0003398935593972308
0.5454189301662794,0.0003455834835688343
0.5487857246351818,0.0003525760258669131
0.551841511143466,0.000358922621164659
0.5548564188228546,0.000365184305243238
0.5580550368243949,0.0003718275282822425
0.5613851533127726,0.0003787438497342421
0.5648580177562152,0.0003859566321977592
0.5685195901199737,0.0003935613279879568
0.5723904539974245,0.0004016006847500364
0.5764922330673351,0.000410119609805415
0.5808561243416488,0.0004191828926001229
0.5855168796885202,0.000428862704800137
0.5905148425121503,0.0004392428300268314
0.5958994241396564,0.0004504258835646979
0.6017311464331586,0.0004625375541482679
0.6080849661934101,0.0004757335076732705
0.6150554139633596,0.0004902100588612956
0.6227637668610656,0.0005062190668296829
0.6313686808360286,0.0005240900145908611
0.6410825795668262,0.0005442640428916512
0.6521977141812765,0.0005673480664549757
0.665129397070289,0.0005942045535720641
0.6804914680625704,0.0006261082379852567
0.6992362972230378,0.0006650368428107178
0.7229348236096095,0.0007142525879191286
0.7529348236096095,0.0007765540329873755
0.7829348236096095,0.0008388545391808666
0.8129348236096096,0.0009011541065100381
0.8429348236096096,0.0009634527349862143
0.8729348236096096,0.001025750424620275
0.9029348236096096,0.001088047175423767
0.9329348236096097,0.001150342987407127
0.9629348236096097,0.001212637860582122
0.9929348236096097,0.001274931794960521
1.02293482360961,0.001337224790553204
1.05293482360961,0.001399516847371052
1.08293482360961,0.001461807965426276
1.11293482360961,0.001524098144729313
1.14293482360961,0.001586387385291932
1.17293482360961,0.001648675687125456
1.20293482360961,0.00171096305024121
1.23293482360961,0.001773249474650296
1.26293482360961,0.001835534960363816
1.29293482360961,0.001897819507392651
1.32293482360961,0.001960103115748568
1.35293482360961,0.002022385785442671
1.38293482360961,0.002084667516486949
1.41293482360961,0.00214694830889206
1.44293482360961,0.002209228162669552
1.47293482360961,0.002271507077829638
1.50293482360961,0.00233378505438453
1.53293482360961,0.00239606209234533
1.56293482360961,0.002458338191722698
1.59293482360961,0.002520613352528844
1.62293482360961,0.002582887574774206
1.65293482360961,0.002645160858470108
1.68293482360961,0.00270743320362965
1.71293482360961,0.002769704610261714
1.74293482360961,0.002831975078378512
1.77293482360961,0.002894244607990926
1.80293482360961,0.002956513199110722
1.83293482360961,0.003018780851749225
1.86293482360961,0.003081047565917316
1.89293482360961,0.003143313341626541
1.92293482360961,0.003205578178888002
1.95293482360961,0.003267842077712579
1.98293482360961,0.003330105038111819
2.01293482360961,0.003392367060096824
2.04293482360961,0.003454628143679139
2.07293482360961,0.003516888288870312
2.10293482360961,0.003579147495681223
2.13293482360961,0.00364140576412364
2.162934823609609,0.003703663094207998
2.192934823609609,0.003765919485945846
2.222934823609609,0.003828174939348505
2.252934823609609,0.003890429454427302
2.282934823609609,0.003952683031193338
2.312934823609608,0.004014935669658382
2.342934823609608,0.004077187369832869
2.372934823609608,0.004139438131728346
2.402934823609608,0.004201687955356137
2.432934823609608,0.004263936840727345
2.462934823609607,0.004326184787853515
2.492934823609607,0.004388431796745751
2.522934823609607,0.004450677867415154
2.552934823609607,0.00451292299987327
2.582934823609607,0.004575167194131202
2.612934823609606,0.004637410450200052
2.642934823609606,0.004699652768091589
2.672934823609606,0.004761894147816692
2.702934823609606,0.004824134589386908
2.732934823609606,0.004886374092812673
2.762934823609605,0.004948612658105755
2.792934823609605,0.005010850285277701
2.822934823609605,0.005073086974339613
2.852934823609605,0.005135322725302593
2.882934823609605,0.005197557538178188
2.912934823609604,0.005259791412977721
2.942934823609604,0.005322024349711851
2.972934823609604,0.005384256348391903
3,0.005440399544222707
