(ymax(VT("/Vin")) - VT("/Vpeak")) X,(ymax(VT("/Vin")) - VT("/Vpeak")) Y
0,1.743777981382861
0.003,1.743777981382861
0.009000000000000001,1.743777981382861
0.021,1.743777981382861
0.04500000000000001,1.743777981382861
0.07500000000000001,1.743777981382861
0.105,1.743777981382861
0.135,1.743777981382861
0.165,1.743777981382861
0.195,1.743777981382861
0.225,1.743777981382861
0.255,1.743777981382861
0.2775,1.743777981382861
0.3,1.743777981382861
0.3000000035069514,1.743777975186318
0.3000000061232732,1.743777970662898
0.3000000113559168,1.743777961807724
0.3000000218212038,1.743777944602719
0.300000042751778,1.743777911143502
0.3000000755071812,1.743777859421657
0.300000126262407,1.743777778599632
0.3000002140624689,1.743777633495271
0.3000003665918677,1.743777349940367
0.3000005531616238,1.743776830847122
0.3000006422027064,1.743776411401528
0.3000007356916367,1.7437756385727
0.3000008112191445,1.743774546539051
0.300000870323552,1.743773257579408
0.3000009267426165,1.743771586289536
0.3000009887114036,1.74376924187249
0.300001050009146,1.74376647323323
0.3000011180661584,1.74376302112046
0.3000011778149242,1.74375977588576
0.3000012372081486,1.743756435027793
0.3000013024658472,1.743752696028368
0.3000013782125329,1.743748314851711
0.300001472544659,1.743742834881557
0.3000015973731585,1.743735571710686
0.3000017749745647,1.743725234902803
0.3000020569945834,1.743708822664677
0.3000026183005355,1.743676161077085
0.3000037409124396,1.743610841022266
0.3000056829521257,1.743497847423809
0.3000095670314978,1.743271882008044
0.300017335190242,1.742820038934165
0.3000328715077306,1.741916703699364
0.3000639441427076,1.740111436012477
0.3001260894126617,1.736506504997714
0.3002503799525698,1.729319006317315
0.3004989610323861,1.71503303132783
0.3009961231920187,1.686813749250865
0.3019904475112838,1.631758904562972
0.3037386575081855,1.539277971104286
0.3042633419862747,1.51255716273076
0.3053127109424532,1.46049728006142
0.3074114488548101,1.361684430372748
0.3080200042224949,1.334301588122213
0.3092371149578643,1.281174429469273
0.309845670325549,1.255408258475233
0.3110627810609185,1.205417713181006
0.3116713364286032,1.181172771886693
0.3128884471639727,1.134133661023765
0.3134970025316574,1.111320138684545
0.3147141132670269,1.067058214091277
0.3153226686347116,1.045591601652096
0.316539779370081,1.003942901504765
0.3171483347377658,0.9837436787763099
0.3183654454731352,0.944553920609432
0.3189740008408199,0.9255472618648708
0.3201911115761894,0.8886712713390922
0.3207996669438741,0.8707867682541949
0.3220167776792436,0.8360879415863295
0.3226253330469283,0.8192593425107334
0.3238424437822978,0.7866091405973281
0.3244509991499825,0.7707741052004193
0.3256681098853519,0.7400515775762928
0.3262766652530367,0.7251514459651958
0.3274937759884061,0.6962427828441817
0.3281023313560908,0.6822223583030447
0.3293194420914603,0.6550204690490422
0.329927997459145,0.6418278135979691
0.3311451081945145,0.6162319300701846
0.3317536635621992,0.6038181720887803
0.3329707742975687,0.5797334753957193
0.3335793296652534,0.5680526286002892
0.3347964404006228,0.5453898978827405
0.3354049957683076,0.5343986909878056
0.336622106503677,0.5130739729319298
0.3390563279744159,0.4729343080984021
0.3402734387097854,0.454053293504997
0.3408819940774701,0.4448961822933719
0.3420991048128396,0.4271299021651684
0.3445333262835785,0.3936883076223174
0.3457348219197454,0.3781557515491218
0.3463355697378289,0.3706196593244688
0.3475370653739958,0.3559927277333381
0.3499400566463295,0.3284389888808292
0.3511415522824964,0.3154679881740514
0.3517423001005799,0.3091747123752631
0.3529437957367468,0.2969599832259797
0.3553467870090806,0.2739502701225356
0.3565482826452475,0.2631183821245984
0.3589512739175812,0.2427136123710349
0.3601527695537481,0.2331080078189787
0.3625557608260819,0.2150132693887994
0.3637572564622488,0.20649511842211
0.3661602477345826,0.1904488882633448
0.3673617433707495,0.1828950781515724
0.3697647346430833,0.1686654406477832
0.3709662302792502,0.1619667964656399
0.373369221551584,0.1493480915624996
0.3745707171877509,0.1434077982676589
0.3769737084600847,0.1322176490499982
0.3781752040962515,0.1269498522055859
0.3805781953685853,0.1170265289825874
0.3817796910047522,0.1123550938918632
0.384182682277086,0.1035551766949725
0.3853841779132529,0.09941258801496744
0.3877871691855867,0.09160889372584013
0.3889886648217536,0.08793527965653469
0.3913916560940874,0.08101502380658143
0.3925931517302543,0.07775729075256033
0.3949961430025881,0.07162045742708867
0.396197638638755,0.0687315226251235
0.3986006299110887,0.06328941891260409
0.3998021255472556,0.06072752993445296
0.4022051168195894,0.05590150402853244
0.4034066124557563,0.05362963532378529
